date,start_time,end_time,time,year,month,hours_fishing,time_period,season,location,air_temp,weather,wind_level,wind_dir,trolling_speed,water_depth,fish_length,fish_type,crew_count,weight,hook_rate
2015-06-09 00:00:00,2015-06-09 07:00:00,2015-06-09 14:00:00,2015-06-09 10:30:00,2015,6,7.0,morning,summer,Sand Hole,65,Clear,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,0.125,1.5714285714285714
2015-06-09 00:00:00,2015-06-09 07:00:00,2015-06-09 14:00:00,2015-06-09 10:30:00,2015,6,7.0,morning,summer,Sand Hole,65,Clear,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,0.125,1.5714285714285714
2015-06-09 00:00:00,2015-06-09 07:00:00,2015-06-09 14:00:00,2015-06-09 10:30:00,2015,6,7.0,morning,summer,Sand Hole,65,Clear,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,0.125,1.5714285714285714
2015-06-09 00:00:00,2015-06-09 07:00:00,2015-06-09 14:00:00,2015-06-09 10:30:00,2015,6,7.0,morning,summer,Sand Hole,65,Clear,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,0.125,1.5714285714285714
2015-06-14 00:00:00,2015-06-14 17:00:00,2015-06-14 21:00:00,2015-06-14 19:00:00,2015,6,4.0,evening,summer,Chocolay,65,Fog,2.5,East,2.5,60.0,21.0,Lake Trout,2.0,0.25,1.0
2015-06-14 00:00:00,2015-06-14 17:00:00,2015-06-14 21:00:00,2015-06-14 19:00:00,2015,6,4.0,evening,summer,Chocolay,65,Fog,2.5,East,2.5,60.0,23.0,Lake Trout,2.0,0.25,1.0
2015-06-14 00:00:00,2015-06-14 17:00:00,2015-06-14 21:00:00,2015-06-14 19:00:00,2015,6,4.0,evening,summer,Chocolay,65,Fog,2.5,East,2.5,60.0,25.0,Lake Trout,2.0,0.25,1.0
2015-06-14 00:00:00,2015-06-14 17:00:00,2015-06-14 21:00:00,2015-06-14 19:00:00,2015,6,4.0,evening,summer,Chocolay,65,Fog,2.5,East,2.5,60.0,17.0,Coho,2.0,0.25,1.0
2015-06-17 00:00:00,2015-06-17 16:00:00,2015-06-17 20:00:00,2015-06-17 18:00:00,2015,6,4.0,evening,summer,Carp,55,Rain,2.5,East,2.5,60.0,17.0,Coho,2.0,0.5,0.75
2015-06-17 00:00:00,2015-06-17 16:00:00,2015-06-17 20:00:00,2015-06-17 18:00:00,2015,6,4.0,evening,summer,Carp,55,Rain,2.5,East,2.5,60.0,23.0,Lake Trout,2.0,0.5,0.75
2015-06-27 00:00:00,2015-06-27 05:00:00,2015-06-27 11:00:00,2015-06-27 08:00:00,2015,6,6.0,morning,summer,AuTrain,55,Clear,2.5,East,2.5,30.0,25.0,Lake Trout,2.0,0.5,1.0
2015-06-27 00:00:00,2015-06-27 05:00:00,2015-06-27 11:00:00,2015-06-27 08:00:00,2015,6,6.0,morning,summer,AuTrain,55,Clear,2.5,East,2.5,30.0,25.0,Lake Trout,2.0,0.5,1.0
2015-07-02 00:00:00,2015-07-02 10:00:00,2015-07-02 14:00:00,2015-07-02 12:00:00,2015,7,4.0,afternoon,summer,Chocolay,65,Overcast,2.5,South,2.5,60.0,25.0,Lake Trout,3.0,0.3333333333333333,0.75
2015-07-02 00:00:00,2015-07-02 10:00:00,2015-07-02 14:00:00,2015-07-02 12:00:00,2015,7,4.0,afternoon,summer,White Rocks,65,Overcast,2.5,South,1.9,180.0,23.0,Lake Trout,3.0,0.3333333333333333,0.75
2015-07-02 00:00:00,2015-07-02 10:00:00,2015-07-02 14:00:00,2015-07-02 12:00:00,2015,7,4.0,afternoon,summer,White Rocks,65,Overcast,2.5,South,1.9,180.0,21.0,Lake Trout,3.0,0.3333333333333333,0.75
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,23.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,23.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,21.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,23.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,23.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-09 00:00:00,2015-07-09 18:00:00,2015-07-09 22:00:00,2015-07-09 20:00:00,2015,7,4.0,evening,summer,Chocolay,75,Overcast,2.5,South,2.5,90.0,21.0,Lake Trout,2.0,0.16666666666666666,2.25
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,23.0,Lake Trout,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,23.0,Lake Trout,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,25.0,Lake Trout,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,25.0,Lake Trout,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,19.0,Coho,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,21.0,Coho,4.0,0.14285714285714285,2.3333333333333335
2015-07-10 00:00:00,2015-07-10 18:00:00,2015-07-10 21:00:00,2015-07-10 19:30:00,2015,7,3.0,evening,summer,Chocolay,75,Partly Cloudy,2.5,East,2.5,70.0,21.0,Coho,4.0,0.14285714285714285,2.3333333333333335
2015-07-12 00:00:00,2015-07-12 07:00:00,2015-07-12 15:00:00,2015-07-12 11:00:00,2015,7,8.0,morning,summer,Chocolay,75,Clear,2.5,East,2.3,70.0,17.0,Steelhead,3.0,0.25,0.625
2015-07-12 00:00:00,2015-07-12 07:00:00,2015-07-12 15:00:00,2015-07-12 11:00:00,2015,7,8.0,morning,summer,Sand Hole,75,Clear,2.5,East,1.9,180.0,23.0,Lake Trout,3.0,0.25,0.625
2015-07-12 00:00:00,2015-07-12 07:00:00,2015-07-12 15:00:00,2015-07-12 11:00:00,2015,7,8.0,morning,summer,Sand Hole,75,Clear,2.5,East,1.9,180.0,23.0,Lake Trout,3.0,0.25,0.625
2015-07-12 00:00:00,2015-07-12 07:00:00,2015-07-12 15:00:00,2015-07-12 11:00:00,2015,7,8.0,morning,summer,Sand Hole,75,Clear,2.5,East,1.9,180.0,23.0,Lake Trout,3.0,0.25,0.625
2015-07-17 00:00:00,2015-07-17 17:00:00,2015-07-17 21:00:00,2015-07-17 19:00:00,2015,7,4.0,evening,summer,White Rocks,75,Partly Cloudy,2.5,South,1.9,160.0,19.0,Lake Trout,3.0,0.25,1.25
2015-07-17 00:00:00,2015-07-17 17:00:00,2015-07-17 21:00:00,2015-07-17 19:00:00,2015,7,4.0,evening,summer,White Rocks,75,Partly Cloudy,2.5,South,1.9,160.0,19.0,Lake Trout,3.0,0.25,1.25
2015-07-17 00:00:00,2015-07-17 17:00:00,2015-07-17 21:00:00,2015-07-17 19:00:00,2015,7,4.0,evening,summer,White Rocks,75,Partly Cloudy,2.5,South,1.9,160.0,19.0,Lake Trout,3.0,0.25,1.25
2015-07-17 00:00:00,2015-07-17 17:00:00,2015-07-17 21:00:00,2015-07-17 19:00:00,2015,7,4.0,evening,summer,White Rocks,75,Partly Cloudy,2.5,South,1.9,160.0,21.0,Lake Trout,3.0,0.25,1.25
2015-07-18 00:00:00,2015-07-18 08:00:00,2015-07-18 12:00:00,2015-07-18 10:00:00,2015,7,4.0,morning,summer,Chocolay,65,Overcast,2.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.3333333333333333,1.0
2015-07-18 00:00:00,2015-07-18 08:00:00,2015-07-18 12:00:00,2015-07-18 10:00:00,2015,7,4.0,morning,summer,Chocolay,65,Overcast,2.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.3333333333333333,1.0
2015-07-18 00:00:00,2015-07-18 08:00:00,2015-07-18 12:00:00,2015-07-18 10:00:00,2015,7,4.0,morning,summer,Chocolay,65,Overcast,2.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.3333333333333333,1.0
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,120.0,23.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,120.0,23.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,150.0,23.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,150.0,23.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,150.0,21.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,150.0,21.0,Lake Trout,5.0,0.14285714285714285,2.5
2015-08-05 00:00:00,2015-08-05 17:00:00,2015-08-05 21:00:00,2015-08-05 19:00:00,2015,8,4.0,evening,summer,White Rocks,65,Clear,2.5,East,1.9,150.0,21.0,Chinook,5.0,0.14285714285714285,2.5
2015-08-09 00:00:00,2015-08-09 08:00:00,2015-08-09 11:00:00,2015-08-09 09:30:00,2015,8,3.0,morning,summer,Lower Harbor,75,Partly Cloudy,2.5,South,2.3,80.0,19.0,Coho,2.0,0.5,1.6666666666666667
2015-08-09 00:00:00,2015-08-09 08:00:00,2015-08-09 11:00:00,2015-08-09 09:30:00,2015,8,3.0,morning,summer,Lower Harbor,75,Partly Cloudy,2.5,South,2.3,80.0,19.0,Lake Trout,2.0,0.5,1.6666666666666667
2015-08-10 00:00:00,2015-08-10 19:00:00,2015-08-10 21:00:00,2015-08-10 20:00:00,2015,8,2.0,evening,summer,Lower Harbor,75,Rain,2.5,South,2.3,80.0,23.0,Lake Trout,1.0,0.5,1.0
2015-08-10 00:00:00,2015-08-10 19:00:00,2015-08-10 21:00:00,2015-08-10 20:00:00,2015,8,2.0,evening,summer,Lower Harbor,75,Rain,2.5,South,2.3,80.0,23.0,Lake Trout,1.0,0.5,1.0
2015-08-12 00:00:00,2015-08-12 18:00:00,2015-08-12 21:00:00,2015-08-12 19:30:00,2015,8,3.0,evening,summer,Lower Harbor,75,Partly Cloudy,2.5,East,2.3,110.0,21.0,Lake Trout,2.0,0.5,0.6666666666666666
2015-08-12 00:00:00,2015-08-12 18:00:00,2015-08-12 21:00:00,2015-08-12 19:30:00,2015,8,3.0,evening,summer,Lower Harbor,75,Partly Cloudy,2.5,East,2.3,130.0,23.0,Lake Trout,2.0,0.5,0.6666666666666666
2015-08-15 00:00:00,2015-08-15 07:00:00,2015-08-15 11:00:00,2015-08-15 09:00:00,2015,8,4.0,morning,summer,Lower Harbor,75,Clear,2.5,South,2.5,80.0,21.0,Lake Trout,1.0,0.3333333333333333,0.75
2015-08-15 00:00:00,2015-08-15 07:00:00,2015-08-15 11:00:00,2015-08-15 09:00:00,2015,8,4.0,morning,summer,Lower Harbor,75,Clear,2.5,South,2.5,80.0,21.0,Lake Trout,1.0,0.3333333333333333,0.75
2015-08-15 00:00:00,2015-08-15 07:00:00,2015-08-15 11:00:00,2015-08-15 09:00:00,2015,8,4.0,morning,summer,Lower Harbor,75,Clear,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,0.3333333333333333,0.75
2015-09-12 00:00:00,2015-09-12 08:00:00,2015-09-12 12:00:00,2015-09-12 10:00:00,2015,9,4.0,morning,fall,Sand Hole,75,Clear,2.5,South,1.9,170.0,21.0,Lake Trout,3.0,0.5,0.5
2015-09-12 00:00:00,2015-09-12 08:00:00,2015-09-12 12:00:00,2015-09-12 10:00:00,2015,9,4.0,morning,fall,Sand Hole,75,Clear,2.5,South,1.9,170.0,21.0,Lake Trout,3.0,0.5,0.5
2015-09-26 00:00:00,2015-09-26 08:00:00,2015-09-26 10:00:00,2015-09-26 09:00:00,2015,9,2.0,morning,fall,Chocolay,65,Clear,7.5,South,2.3,80.0,21.0,Lake Trout,1.0,0.5,1.0
2015-09-26 00:00:00,2015-09-26 08:00:00,2015-09-26 10:00:00,2015-09-26 09:00:00,2015,9,2.0,morning,fall,Chocolay,65,Clear,7.5,South,2.3,80.0,21.0,Lake Trout,1.0,0.5,1.0
2015-09-28 00:00:00,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015,9,3.0,evening,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,0.2,2.0
2015-09-28 00:00:00,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015,9,3.0,evening,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,0.2,2.0
2015-09-28 00:00:00,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015,9,3.0,evening,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,0.2,2.0
2015-09-28 00:00:00,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015,9,3.0,evening,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,23.0,Lake Trout,1.0,0.2,2.0
2015-09-28 00:00:00,2015-09-28 18:00:00,2015-09-28 21:00:00,2015-09-28 19:30:00,2015,9,3.0,evening,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,23.0,Coho,1.0,0.2,2.0
2015-10-04 00:00:00,2015-10-04 09:00:00,2015-10-04 12:00:00,2015-10-04 10:30:00,2015,10,3.0,morning,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,19.0,Lake Trout,1.0,0.25,1.6666666666666667
2015-10-04 00:00:00,2015-10-04 09:00:00,2015-10-04 12:00:00,2015-10-04 10:30:00,2015,10,3.0,morning,fall,Lower Harbor,65,Overcast,2.5,South,2.5,80.0,19.0,Lake Trout,1.0,0.25,1.6666666666666667
2015-10-04 00:00:00,2015-10-04 09:00:00,2015-10-04 12:00:00,2015-10-04 10:30:00,2015,10,3.0,morning,fall,Lower Harbor,65,Overcast,2.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.25,1.6666666666666667
2015-10-04 00:00:00,2015-10-04 09:00:00,2015-10-04 12:00:00,2015-10-04 10:30:00,2015,10,3.0,morning,fall,Lower Harbor,65,Overcast,2.5,South,2.5,50.0,23.0,Lake Trout,1.0,0.25,1.6666666666666667
2015-10-05 00:00:00,2015-10-05 08:00:00,2015-10-05 12:00:00,2015-10-05 10:00:00,2015,10,4.0,morning,fall,Chocolay,65,Overcast,2.5,South,2.5,50.0,25.0,Lake Trout,2.0,0.25,1.75
2015-10-05 00:00:00,2015-10-05 08:00:00,2015-10-05 12:00:00,2015-10-05 10:00:00,2015,10,4.0,morning,fall,Chocolay,65,Overcast,2.5,South,2.5,50.0,25.0,Lake Trout,2.0,0.25,1.75
2015-10-05 00:00:00,2015-10-05 08:00:00,2015-10-05 12:00:00,2015-10-05 10:00:00,2015,10,4.0,morning,fall,Lower Harbor,65,Overcast,2.5,South,2.5,50.0,25.0,Lake Trout,2.0,0.25,1.75
2015-10-05 00:00:00,2015-10-05 08:00:00,2015-10-05 12:00:00,2015-10-05 10:00:00,2015,10,4.0,morning,fall,Carp,65,Overcast,2.5,South,2.5,50.0,25.0,Lake Trout,2.0,0.25,1.75
2015-10-06 00:00:00,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015,10,3.0,evening,fall,Chocolay,65,Partly Cloudy,2.5,East,2.5,60.0,27.0,Lake Trout,2.0,0.2,1.6666666666666667
2015-10-06 00:00:00,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015,10,3.0,evening,fall,Chocolay,65,Partly Cloudy,2.5,East,2.5,60.0,25.0,Lake Trout,2.0,0.2,1.6666666666666667
2015-10-06 00:00:00,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015,10,3.0,evening,fall,Chocolay,65,Partly Cloudy,2.5,East,2.5,60.0,25.0,Lake Trout,2.0,0.2,1.6666666666666667
2015-10-06 00:00:00,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015,10,3.0,evening,fall,Chocolay,65,Partly Cloudy,2.5,East,2.5,60.0,23.0,Lake Trout,2.0,0.2,1.6666666666666667
2015-10-06 00:00:00,2015-10-06 17:00:00,2015-10-06 20:00:00,2015-10-06 18:30:00,2015,10,3.0,evening,fall,Chocolay,65,Partly Cloudy,2.5,East,2.5,60.0,21.0,Lake Trout,2.0,0.2,1.6666666666666667
2015-10-11 00:00:00,2015-10-11 09:00:00,2015-10-11 14:00:00,2015-10-11 11:30:00,2015,10,5.0,morning,fall,Chocolay,75,Clear,12.5,South,2.5,70.0,21.0,Coho,2.0,0.3333333333333333,0.8
2015-10-11 00:00:00,2015-10-11 09:00:00,2015-10-11 14:00:00,2015-10-11 11:30:00,2015,10,5.0,morning,fall,Chocolay,75,Clear,12.5,South,2.5,70.0,27.0,Lake Trout,2.0,0.3333333333333333,0.8
2015-10-11 00:00:00,2015-10-11 09:00:00,2015-10-11 14:00:00,2015-10-11 11:30:00,2015,10,5.0,morning,fall,Chocolay,75,Clear,12.5,South,2.5,70.0,27.0,Steelhead,2.0,0.3333333333333333,0.8
2015-10-25 00:00:00,2015-10-25 09:00:00,2015-10-25 11:00:00,2015-10-25 10:00:00,2015,10,2.0,morning,fall,Lower Harbor,45,Overcast,12.5,North,2.7,50.0,25.0,Lake Trout,1.0,0.3333333333333333,1.0
2015-10-25 00:00:00,2015-10-25 09:00:00,2015-10-25 11:00:00,2015-10-25 10:00:00,2015,10,2.0,morning,fall,Lower Harbor,45,Overcast,12.5,North,2.7,50.0,25.0,Lake Trout,1.0,0.3333333333333333,1.0
2015-10-25 00:00:00,2015-10-25 17:00:00,2015-10-25 19:00:00,2015-10-25 18:00:00,2015,10,2.0,evening,fall,Lower Harbor,45,Clear,7.5,North,2.7,50.0,25.0,Lake Trout,1.0,0.3333333333333333,0.5
2015-10-26 00:00:00,2015-10-26 09:00:00,2015-10-26 11:00:00,2015-10-26 10:00:00,2015,10,2.0,morning,fall,Lower Harbor,45,Overcast,7.5,South,2.7,60.0,27.0,Chinook,1.0,0.2,0.5
2015-10-26 00:00:00,2015-10-26 16:00:00,2015-10-26 19:00:00,2015-10-26 17:30:00,2015,10,3.0,afternoon,fall,Chocolay,45,Overcast,7.5,South,2.5,70.0,25.0,Lake Trout,1.0,0.2,2.6666666666666665
2015-10-26 00:00:00,2015-10-26 16:00:00,2015-10-26 19:00:00,2015-10-26 17:30:00,2015,10,3.0,afternoon,fall,Lower Harbor,45,Overcast,7.5,South,2.5,70.0,23.0,Lake Trout,1.0,0.2,2.6666666666666665
2015-10-26 00:00:00,2015-10-26 16:00:00,2015-10-26 19:00:00,2015-10-26 17:30:00,2015,10,3.0,afternoon,fall,Lower Harbor,45,Overcast,7.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.2,2.6666666666666665
2015-10-26 00:00:00,2015-10-26 16:00:00,2015-10-26 19:00:00,2015-10-26 17:30:00,2015,10,3.0,afternoon,fall,Lower Harbor,45,Overcast,7.5,South,2.5,60.0,23.0,Lake Trout,1.0,0.2,2.6666666666666665
2015-10-30 00:00:00,2015-10-30 16:00:00,2015-10-30 18:00:00,2015-10-30 17:00:00,2015,10,2.0,afternoon,fall,Lower Harbor,45,Overcast,12.5,South,2.7,60.0,23.0,Lake Trout,1.0,0.3333333333333333,2.5
2015-10-30 00:00:00,2015-10-30 16:00:00,2015-10-30 18:00:00,2015-10-30 17:00:00,2015,10,2.0,afternoon,fall,Lower Harbor,45,Overcast,12.5,South,2.7,60.0,23.0,Lake Trout,1.0,0.3333333333333333,2.5
2015-10-30 00:00:00,2015-10-30 16:00:00,2015-10-30 18:00:00,2015-10-30 17:00:00,2015,10,2.0,afternoon,fall,Lower Harbor,45,Overcast,12.5,South,2.7,60.0,25.0,Lake Trout,1.0,0.3333333333333333,2.5
2015-11-01 00:00:00,2015-11-01 15:00:00,2015-11-01 18:00:00,2015-11-01 16:30:00,2015,11,3.0,afternoon,fall,Lower Harbor,45,Overcast,7.5,West,2.5,60.0,21.0,Lake Trout,1.0,0.3333333333333333,1.3333333333333333
