air_temp,air_temp_diff,caught,crew_count,date,dew_point,dew_point_diff,end_time,fish_length,fish_type,gust_speed,gust_speed_diff,hook_rate,hooked,hours_fishing,location,month,pressure,pressure_diff,season,start_time,time,time_period,trolling_speed,water_depth,weather,wind_dir,wind_dir_diff,wind_speed,wind_speed_diff,year
12.43,0.6899999999999995,2.0,1.0,2010-05-03,,,2010-05-03 16:47:30,25.5,Lake Trout,6.17,-0.16999999999999993,0.96,2.0,2.083333333333333,Lower Harbor Lighthouse,5.0,1003.72,0.2599999999999909,spring,2010-05-03 14:42:30,2010-05-03 16:00:00,afternoon,2.7,67.0,Partly Cloudy,250.7,-3.200000000000017,3.15,-0.3999999999999999,2010.0
6.5200000000000005,0.7200000000000006,2.0,2.0,2010-05-16,,,2010-05-16 11:00:00,25.5,Lake Trout,1.46,-0.22999999999999998,0.6666666666666666,2.0,3.0,Lower Harbor Lighthouse,5.0,1026.47,0.06999999999993634,spring,2010-05-16 08:00:00,2010-05-16 10:30:00,morning,2.8,68.0,Clear,196.9,7.300000000000011,0.6900000000000001,-0.39,2010.0
10.4,1.2799999999999994,3.0,2.0,2010-05-18,,,2010-05-18 16:00:00,22.666666666666668,Coho,1.5699999999999998,0.34999999999999987,0.4285714285714285,3.0,7.0,Upper Harbor,5.0,1020.7700000000001,-0.009999999999877218,spring,2010-05-18 09:00:00,2010-05-18 14:00:00,afternoon,2.5,95.33333333333331,Clear,176.8,36.5,0.9400000000000001,-0.04999999999999993,2010.0
10.629999999999999,0.34999999999999964,6.0,2.0,2010-05-22,,,2010-05-22 10:30:00,21.33333333333333,Coho,0.9,-0.04999999999999993,1.5714285714285714,6.0,3.8333333333333335,Lower Harbor Lighthouse,5.0,1013.6700000000001,0.13000000000010914,spring,2010-05-22 06:30:00,2010-05-22 10:30:00,morning,2.8666666666666667,66.33333333333333,Partly Cloudy,191.4,38.30000000000001,0.6,0.0444444444444444,2010.0
10.55,0.02000000000000135,7.0,2.0,2010-05-29,,,2010-05-29 10:30:00,23.571428571428573,Lake Trout,1.775,0.6972222222222222,2.0,7.0,3.571428571428572,Shot Point,5.0,1017.71,-0.33999999999991815,spring,2010-05-29 06:30:00,2010-05-29 08:00:00,morning,2.742857142857143,67.57142857142857,Clear,247.375,6.263888888888886,1.125,0.4375,2010.0
14.16,-0.14999999999999858,2.0,2.0,2010-05-31,,,2010-05-31 20:30:00,25.0,Lake Trout,2.35,-0.7399999999999998,0.5,2.0,4.0,Shot Point,5.0,1013.21,0.049999999999954525,spring,2010-05-31 16:30:00,2010-05-31 18:00:00,evening,2.35,73.0,Clear,59.1,45.1,1.28,-0.19999999999999996,2010.0
11.16,-0.3699999999999992,2.0,3.0,2010-06-05,,,2010-06-05 12:30:00,22.0,Lake Trout,2.15,0.33999999999999986,0.3636363636363636,2.0,5.5,Lower Harbor Lighthouse,6.0,1005.15,0.42999999999995,summer,2010-06-05 07:00:00,2010-06-05 10:00:00,morning,2.8,73.5,Overcast,318.0,-2.8000000000000114,1.16,0.33999999999999997,2010.0
10.809999999999999,-0.5200000000000014,3.0,2.0,2010-06-10,,,2010-06-10 21:00:00,19.33333333333333,Coho,2.13,-0.3200000000000003,1.0,3.0,3.0,Lower Harbor Lighthouse,6.0,1017.3399999999999,0.09999999999990905,summer,2010-06-10 18:00:00,2010-06-10 19:30:00,evening,2.6333333333333333,62.333333333333336,Overcast,90.5,17.900000000000006,1.55,-0.1100000000000001,2010.0
11.25,0.5500000000000007,2.0,2.0,2010-06-12,,,2010-06-12 15:00:00,19.5,Steelhead,2.08,-0.3700000000000001,0.6666666666666666,2.0,3.0,Lower Harbor Breakwall,6.0,1018.5799999999999,0.6599999999998545,summer,2010-06-12 12:00:00,2010-06-12 14:45:00,afternoon,2.6,46.0,Overcast,242.3,30.5,1.17,-0.010000000000000231,2010.0
12.17,-0.3899999999999988,4.0,2.0,2010-06-13,,,2010-06-13 12:00:00,23.0,Lake Trout,1.23,-0.33999999999999986,0.8,4.0,5.0,Lower Harbor Lighthouse,6.0,1018.2299999999999,0.4399999999999409,summer,2010-06-13 07:00:00,2010-06-13 10:30:00,morning,2.8,72.75,Overcast,133.0,-96.5,0.6799999999999999,-0.15333333333333343,2010.0
21.14,0.38000000000000256,2.0,3.0,2010-06-17,,,2010-06-17 18:30:00,31.5,Lake Trout,6.659999999999999,1.089999999999999,0.2666666666666666,2.0,7.5,White Rocks,6.0,1016.3700000000001,-0.6299999999998818,summer,2010-06-17 11:00:00,2010-06-17 18:15:00,evening,2.1,142.5,Partly Cloudy,180.6,-9.700000000000017,4.24,0.9400000000000004,2010.0
13.25,0.16999999999999815,1.0,1.0,2010-06-26,,,2010-06-26 17:30:00,24.0,Coho,1.42,-0.3900000000000001,2.0,1.0,0.5,Lower Harbor Lighthouse,6.0,1014.1600000000001,-0.02999999999985903,summer,2010-06-26 17:00:00,2010-06-26 17:30:00,afternoon,2.8,72.0,Fog,80.4,50.300000000000004,0.71,-0.13000000000000012,2010.0
16.35,-0.8599999999999994,1.0,2.0,2010-06-27,,,2010-06-27 21:30:00,24.0,Coho,2.68,-1.7499999999999996,0.2,1.0,5.0,Lower Harbor Lighthouse,6.0,1000.5799999999999,-0.7800000000000864,summer,2010-06-27 16:30:00,2010-06-27 18:00:00,evening,2.8,72.0,Partly Cloudy,107.1,-64.6,1.97,-1.6199999999999999,2010.0
12.2,1.259999999999998,3.0,3.333333333333333,2010-07-01,,,2010-07-01 11:30:00,24.666666666666668,Coho,1.69,-0.94,1.0,3.0,3.0,White Rocks,7.0,1028.92,0.7100000000000364,summer,2010-07-01 08:30:00,2010-07-01 11:15:00,morning,2.4333333333333336,109.66666666666669,Partly Cloudy,203.8,-3.5,1.1,-0.27,2010.0
21.12,-0.029999999999997584,3.0,3.0,2010-07-05,,,2010-07-05 13:30:00,26.0,Lake Trout,2.9699999999999998,0.2899999999999996,0.7272727272727272,4.0,5.5,White Rocks,7.0,1010.53,0.7099999999999227,summer,2010-07-05 08:00:00,2010-07-05 10:00:00,morning,2.2666666666666666,129.33333333333334,Overcast,259.4,-2.6000000000000227,1.3699999999999999,-0.08000000000000007,2010.0
18.080000000000002,0.740000000000002,1.0,2.0,2010-07-06,,,2010-07-06 21:30:00,25.0,Lake Trout,2.1,0.3800000000000001,0.5714285714285714,2.0,3.5,Lower Harbor Breakwall,7.0,1014.57,0.4700000000000273,summer,2010-07-06 18:00:00,2010-07-06 19:00:00,evening,2.7,58.0,Partly Cloudy,68.1,-83.5,1.41,0.040000000000000036,2010.0
19.45,0.5699999999999967,1.0,1.0,2010-07-07,,,2010-07-07 20:30:00,23.0,Lake Trout,2.16,0.2400000000000002,1.0,2.0,2.0,Lower Harbor Breakwall,7.0,1017.72,-0.5199999999999818,summer,2010-07-07 18:30:00,2010-07-07 19:30:00,evening,2.7,58.0,Partly Cloudy,55.5,-35.5,1.27,-0.020000000000000018,2010.0
20.490000000000002,-0.01999999999999602,2.0,2.0,2010-07-11,,,2010-07-11 15:30:00,23.0,Lake Trout,4.4399999999999995,0.16999999999999904,0.6,3.0,5.0,Lower Harbor Lighthouse,7.0,1006.95,-0.17000000000007276,summer,2010-07-11 10:30:00,2010-07-11 15:00:00,morning,2.7,56.5,Overcast,152.1,17.0,3.4,0.52,2010.0
16.14,-0.0799999999999983,2.0,2.0,2010-07-12,,,2010-07-12 21:45:00,20.5,Coho,2.43,0.0900000000000003,0.8888888888888888,2.0,2.25,Lower Harbor Breakwall,7.0,1011.1,-0.06000000000005912,summer,2010-07-12 19:30:00,2010-07-12 21:00:00,night,2.8,59.0,Clear,48.8,12.599999999999994,0.96,-0.07000000000000006,2010.0
18.79,0.1599999999999966,4.0,3.0,2010-07-13,,,2010-07-13 21:30:00,21.25,Lake Trout,2.71,-0.27,2.0,5.0,2.5,Lower Harbor Lighthouse,7.0,1014.99,-0.07000000000005002,summer,2010-07-13 19:00:00,2010-07-13 21:00:00,night,2.7,62.0,Clear,82.4,5.800000000000011,1.92,-0.28000000000000025,2010.0
19.04,-0.46000000000000085,4.0,2.0,2010-07-18,,,2010-07-18 16:00:00,22.75,Lake Trout,2.62,-0.6499999999999995,1.1111111111111112,5.0,4.5,Lower Harbor Lighthouse,7.0,1009.79,-0.42000000000007276,summer,2010-07-18 11:30:00,2010-07-18 14:30:00,afternoon,2.7,68.0,Partly Cloudy,169.4,3.5999999999999943,1.7399999999999998,-0.6600000000000001,2010.0
19.03,0.39000000000000057,7.0,2.0,2010-07-19,,,2010-07-19 21:45:00,22.0,Lake Trout,3.15,1.4699999999999998,3.076923076923077,10.0,3.25,Lower Harbor Breakwall,7.0,1013.3299999999999,0.03999999999996362,summer,2010-07-19 18:30:00,2010-07-19 20:30:00,evening,2.6142857142857143,59.0,Partly Cloudy,204.4,42.70000000000002,2.2,1.1500000000000001,2010.0
17.95,0.16000000000000014,4.0,2.0,2010-07-20,,,2010-07-20 22:00:00,21.75,Lake Trout,4.46,-1.9800000000000004,2.0,6.0,3.0,Lower Harbor Breakwall,7.0,1013.7299999999999,-0.2700000000000955,summer,2010-07-20 19:00:00,2010-07-20 20:45:00,evening,2.6,57.25,Clear,326.4,-3.0,2.3,-1.19,2010.0
18.0,-0.00999999999999801,10.4,3.0,2010-07-22,,,2010-07-22 10:30:00,21.6,Coho,1.85,-0.8599999999999999,3.815873015873016,14.6,3.9,Lower Harbor Breakwall,7.0,1017.04,0.39999999999997726,summer,2010-07-22 07:00:00,2010-07-22 09:45:00,morning,2.685,58.05,Overcast,205.2,-35.30000000000001,1.24,-0.5999999999999999,2010.0
17.580000000000002,-0.10999999999999943,6.0,2.0,2010-07-23,,,2010-07-23 10:00:00,22.5,Lake Trout,1.56,-0.7599999999999998,2.6666666666666665,8.0,3.0,Lower Harbor Breakwall,7.0,1007.0200000000001,0.05000000000006821,summer,2010-07-23 07:00:00,2010-07-23 08:30:00,morning,2.7999999999999994,59.66666666666666,Partly Cloudy,169.6,20.0,1.1199999999999999,-0.7400000000000002,2010.0
18.39,-0.16999999999999815,6.0,2.0,2010-07-24,,,2010-07-24 12:00:00,23.666666666666668,Lake Trout,2.18,0.6700000000000002,1.2,6.0,5.0,Lower Harbor Breakwall,7.0,1011.28,0.6599999999998545,summer,2010-07-24 07:00:00,2010-07-24 10:00:00,morning,2.833333333333333,54.333333333333336,Overcast,283.5,-14.800000000000011,1.44,0.5700000000000001,2010.0
16.91,1.6000000000000014,2.0,2.0,2010-07-25,,,2010-07-25 12:00:00,24.0,Lake Trout,1.02,0.23111111111111116,0.4,2.0,5.0,Lower Harbor Lighthouse,7.0,1017.7299999999999,0.36999999999989086,summer,2010-07-25 07:00:00,2010-07-25 11:15:00,morning,2.2,160.0,Clear,156.5,-15.277777777777771,0.42000000000000004,0.007500000000000062,2010.0
17.28,-0.21999999999999886,6.0,3.0,2010-07-31,,,2010-07-31 12:00:00,24.5,Lake Trout,2.59,-0.06000000000000005,1.3999999999999997,7.0,5.0,White Rocks,7.0,1011.9200000000001,0.2700000000000955,summer,2010-07-31 07:00:00,2010-07-31 09:30:00,morning,2.566666666666667,123.66666666666669,Overcast,300.9,102.89999999999998,1.33,-0.41999999999999993,2010.0
18.630000000000003,0.5600000000000023,1.0,2.0,2010-08-01,,,2010-08-01 13:00:00,26.0,Lake Trout,1.6,0.09000000000000008,0.1666666666666666,1.0,6.0,White Rocks,8.0,1013.29,-0.07000000000005002,summer,2010-08-01 07:00:00,2010-08-01 11:00:00,morning,2.5,130.0,Clear,173.5,-61.599999999999994,0.8555555555555556,0.0855555555555556,2010.0
21.580000000000002,-0.23999999999999844,1.0,4.0,2010-08-07,,,2010-08-07 21:00:00,32.0,Lake Trout,2.0,-2.0600000000000005,0.2857142857142857,1.0,3.5,White Rocks,8.0,1010.03,-0.13000000000010914,summer,2010-08-07 17:30:00,2010-08-07 18:30:00,evening,2.5,150.0,Clear,65.6,-56.60000000000001,0.99,-1.18,2010.0
18.65,-0.10000000000000142,2.0,1.0,2010-08-08,,,2010-08-08 11:00:00,24.0,Lake Trout,2.58,1.1600000000000001,0.8,2.0,2.5,Lower Harbor Lighthouse,8.0,1007.3799999999999,0.37999999999988177,summer,2010-08-08 08:30:00,2010-08-08 10:00:00,morning,2.8,70.5,Overcast,304.8,28.19999999999999,1.51,0.7433333333333333,2010.0
24.06,0.6699999999999982,2.0,2.0,2010-08-12,,,2010-08-12 21:00:00,24.0,Lake Trout,1.1800000000000002,-0.78,0.5714285714285714,2.0,3.5,White Rocks,8.0,1010.99,-0.09999999999990905,summer,2010-08-12 17:30:00,2010-08-12 20:00:00,evening,2.6,160.0,Partly Cloudy,166.8,57.500000000000014,0.7555555555555555,-0.6444444444444444,2010.0
21.880000000000003,-0.09999999999999787,1.0,3.0,2010-08-14,,,2010-08-14 21:00:00,24.0,Lake Trout,1.8699999999999999,-0.6700000000000002,0.2857142857142857,1.0,3.5,White Rocks,8.0,1008.4799999999999,-0.3100000000000591,summer,2010-08-14 17:30:00,2010-08-14 19:30:00,evening,2.5,160.0,Clear,104.9,21.400000000000006,1.3599999999999999,-0.3200000000000003,2010.0
17.41,0.21000000000000085,1.0,3.0,2010-08-19,,,2010-08-19 21:00:00,18.0,Lake Trout,3.79,0.7000000000000002,0.2857142857142857,1.0,3.5,White Rocks,8.0,1014.8799999999999,-0.35000000000002274,summer,2010-08-19 17:30:00,2010-08-19 19:15:00,evening,2.5,160.0,Clear,74.9,-1.0999999999999943,2.56,0.4900000000000002,2010.0
20.04,-0.40000000000000213,1.0,1.0,2010-08-22,,,2010-08-22 21:00:00,23.0,Coho,2.2600000000000002,-1.31,0.5,1.0,2.0,Lower Harbor Lighthouse,8.0,1020.71,-0.2799999999999727,summer,2010-08-22 19:00:00,2010-08-22 19:30:00,evening,2.7,72.0,Clear,51.5,-37.8,1.04,-0.6099999999999999,2010.0
19.04,0.1700000000000017,2.0,2.0,2010-08-24,,,2010-08-24 21:00:00,23.0,Coho,2.4699999999999998,0.4299999999999997,0.6666666666666666,2.0,3.0,Lower Harbor Lighthouse,8.0,1014.82,-0.06999999999993634,summer,2010-08-24 18:00:00,2010-08-24 20:30:00,evening,2.7,66.5,Partly Cloudy,115.9,-73.79999999999998,1.78,0.5999999999999999,2010.0
18.81,-0.5400000000000027,2.0,4.0,2010-08-28,,,2010-08-28 11:30:00,24.0,Coho,5.39,0.6399999999999997,1.0,3.0,3.0,Lower Harbor Lighthouse,8.0,1014.2700000000001,0.2800000000000864,summer,2010-08-28 08:30:00,2010-08-28 10:30:00,morning,2.6,72.0,Clear,144.5,3.5999999999999943,4.08,0.8799999999999999,2010.0
8.2,-0.040000000000000924,4.0,2.0,2010-09-05,,,2010-09-05 13:00:00,24.25,Lake Trout,3.3899999999999997,0.4599999999999995,0.7272727272727273,4.0,5.5,White Rocks,9.0,1012.2699999999999,0.38999999999998636,fall,2010-09-05 07:30:00,2010-09-05 10:30:00,morning,2.175,141.0,Partly Cloudy,287.0,-12.699999999999989,1.6600000000000001,0.3500000000000001,2010.0
16.31,-0.7200000000000024,3.0,2.0,2010-09-17,,,2010-09-17 20:00:00,21.0,Lake Trout,5.39,-1.0699999999999994,1.3333333333333333,4.0,3.0,Chocolay,9.0,1014.6600000000001,0.09000000000003183,fall,2010-09-17 17:00:00,2010-09-17 19:00:00,evening,2.7999999999999994,64.33333333333333,Overcast,241.8,9.0,3.1399999999999997,-0.5300000000000007,2010.0
8.040000000000001,0.47000000000000064,2.0,2.0,2010-09-19,,,2010-09-19 14:00:00,19.0,Lake Trout,3.2600000000000002,-0.2999999999999998,0.3076923076923077,2.0,6.5,White Rocks,9.0,1024.03,0.35999999999989996,fall,2010-09-19 07:30:00,2010-09-19 12:15:00,morning,2.2,160.0,Partly Cloudy,256.6,-23.899999999999977,2.27,0.6200000000000001,2010.0
12.65,-0.15000000000000036,3.0,3.0,2010-09-22,,,2010-09-22 18:30:00,18.33333333333333,Lake Trout,3.94,0.7599999999999998,1.2,3.0,2.5,Chocolay,9.0,1019.5799999999999,0.10999999999989996,fall,2010-09-22 16:00:00,2010-09-22 18:15:00,evening,2.6,66.0,Partly Cloudy,73.2,-4.299999999999997,2.75,0.8500000000000001,2010.0
16.77,1.1500000000000004,6.0,3.0,2010-09-27,,,2010-09-27 19:30:00,21.5,Lake Trout,5.35,-0.6799999999999997,2.0,7.0,3.5,Lower Harbor Lighthouse,9.0,1012.4100000000001,-0.849999999999909,fall,2010-09-27 16:00:00,2010-09-27 16:30:00,evening,2.6666666666666665,69.33333333333333,Overcast,186.1,-29.599999999999994,3.04,-0.07000000000000028,2010.0
5.16,0.07000000000000028,1.0,1.0,2010-10-03,,,2010-10-03 20:00:00,28.0,Steelhead,3.3200000000000003,0.010000000000000231,0.3333333333333333,1.0,3.0,Lower Harbor Breakwall,10.0,1028.8600000000001,0.03000000000020009,fall,2010-10-03 17:00:00,2010-10-03 07:30:00,morning,2.8,44.0,Partly Cloudy,303.9,2.0,1.8,-0.24,2010.0
16.009999999999998,1.0999999999999979,5.0,2.0,2010-10-04,,,2010-10-04 19:30:00,23.33333333333333,Lake Trout,4.2700000000000005,-0.7699999999999996,1.7142857142857142,6.0,3.5,Lower Harbor Lighthouse,10.0,1027.28,-0.8800000000001091,fall,2010-10-04 16:00:00,2010-10-04 18:00:00,evening,2.7000000000000006,65.33333333333333,Clear,222.9,-2.6999999999999886,2.1399999999999997,-0.9500000000000002,2010.0
14.15,-0.1899999999999995,2.6,1.6,2010-10-05,,,2010-10-05 19:30:00,21.6,Lake Trout,2.21,0.32999999999999985,1.2533333333333334,3.4,2.7,Lower Harbor Lighthouse,10.0,1026.2099999999998,-0.3300000000001546,fall,2010-10-05 17:00:00,2010-10-05 17:30:00,morning,2.64,80.2,Clear,87.2,-8.0,1.6199999999999999,0.22999999999999976,2010.0
15.330000000000002,-0.8199999999999967,3.0,1.0,2010-10-08,,,2010-10-08 12:30:00,18.0,Lake Trout,2.2199999999999998,-1.52,0.75,3.0,4.0,White Rocks,10.0,1012.57,0.08000000000004093,fall,2010-10-08 08:30:00,2010-10-08 10:30:00,morning,2.0,173.33333333333334,Clear,243.3,-57.39999999999998,0.79,-0.8200000000000001,2010.0
12.459999999999999,1.4099999999999984,12.0,2.0,2010-10-10,,,2010-10-10 14:00:00,19.0,Lake Trout,0.9700000000000001,0.0,2.333333333333333,14.0,6.0,Upper Harbor,10.0,1013.49,-0.4800000000000182,fall,2010-10-10 08:00:00,2010-10-10 12:30:00,morning,2.066666666666667,152.08333333333334,Clear,203.5,-55.69999999999999,0.48,-0.040000000000000036,2010.0
14.290000000000001,0.5800000000000018,6.8,1.8,2010-10-12,,,2010-10-12 18:00:00,21.2,Lake Trout,5.4799999999999995,1.0999999999999996,2.1238095238095243,7.6,4.0,Upper Harbor,10.0,1012.78,-0.5800000000000409,fall,2010-10-12 14:30:00,2010-10-12 17:30:00,afternoon,1.96,181.0,Clear,170.8,-21.5,4.5,1.3900000000000001,2010.0
6.44,-0.4399999999999995,1.0,1.0,2010-10-16,,,2010-10-16 10:30:00,23.0,Lake Trout,5.33,-0.08999999999999986,2.0,1.0,0.5,Lower Harbor Breakwall,10.0,1015.1299999999999,-0.7100000000000364,fall,2010-10-16 10:00:00,2010-10-16 10:30:00,morning,2.6,60.0,Partly Cloudy,170.0,-21.900000000000006,4.24,0.3100000000000005,2010.0
6.609999999999999,1.0199999999999996,1.0,1.0,2010-10-29,,,2010-10-29 19:30:00,23.0,Lake Trout,5.96,0.7199999999999998,1.5,3.0,2.0,Lower Harbor Breakwall,10.0,1018.8399999999999,-1.3500000000000227,fall,2010-10-29 17:30:00,2010-10-29 18:00:00,evening,2.8,65.0,Partly Cloudy,242.8,0.5,3.55,0.5800000000000001,2010.0
5.99,-0.14999999999999947,5.0,1.0,2010-11-01,,,2010-11-01 17:30:00,23.2,Lake Trout,3.13,0.029999999999999805,5.6,7.0,1.25,Lower Harbor Lighthouse,11.0,1030.54,-0.17000000000007276,fall,2010-11-01 16:15:00,2010-11-01 17:00:00,afternoon,2.66,70.2,Clear,72.0,12.700000000000003,2.0300000000000002,-0.06999999999999984,2010.0
3.71,0.33999999999999986,6.0,1.0,2010-11-02,,,2010-11-02 11:00:00,24.0,Lake Trout,2.31,0.56,4.0,10.0,2.5,Lower Harbor Lighthouse,11.0,1030.39,0.029999999999972715,fall,2010-11-02 08:30:00,2010-11-02 10:15:00,morning,2.733333333333333,68.5,Clear,279.0,23.900000000000006,1.03,0.040000000000000036,2010.0
0.15,0.51,4.0,1.0,2010-11-06,,,2010-11-06 11:00:00,22.5,Lake Trout,4.59,0.2999999999999998,3.0,6.0,2.0,Lower Harbor Breakwall,11.0,1021.9100000000001,0.4900000000000091,fall,2010-11-06 09:00:00,2010-11-06 10:15:00,morning,2.7,57.5,Partly Cloudy,226.2,-9.100000000000023,2.95,0.08000000000000007,2010.0
3.46,-0.050000000000000266,7.571428571428571,1.6428571428571428,2010-11-07,,,2010-11-07 12:15:00,23.0,Lake Trout,2.7399999999999998,-1.2600000000000002,3.5535714285714284,8.857142857142858,2.9285714285714284,Lower Harbor Lighthouse,11.0,1018.1200000000001,-0.14999999999997726,fall,2010-11-07 08:15:00,2010-11-07 10:35:00,morning,2.7,62.85714285714285,Partly Cloudy,223.4,23.0,1.34,-0.7899999999999998,2010.0
3.05,-0.6500000000000004,3.0,1.0,2010-11-08,,,2010-11-08 12:00:00,20.666666666666668,Lake Trout,1.92,0.6499999999999999,1.6666666666666667,5.0,3.0,Lower Harbor Breakwall,11.0,1015.78,-0.08000000000004093,fall,2010-11-08 09:00:00,2010-11-08 10:15:00,morning,2.6,56.66666666666666,Partly Cloudy,207.5,4.0,1.35,0.4600000000000001,2010.0
5.42,-0.21999999999999975,5.0,1.5,2010-11-12,,,2010-11-12 17:00:00,24.0,Lake Trout,4.35,2.21,2.0,7.0,3.5,Lower Harbor Breakwall,11.0,1030.58,-0.43000000000006366,fall,2010-11-12 13:30:00,2010-11-12 16:30:00,morning,2.74,55.3,Overcast,184.1,-85.1,3.2,2.2,2010.0
2.48,0.07000000000000028,5.0,1.0,2010-11-16,,,2010-11-16 11:00:00,22.0,Lake Trout,2.46,-0.8900000000000001,2.8,7.0,2.5,Lower Harbor Lighthouse,11.0,1009.6300000000001,-0.08999999999991815,fall,2010-11-16 08:30:00,2010-11-16 10:15:00,morning,2.6,69.6,Partly Cloudy,161.2,-11.900000000000006,1.8800000000000001,-0.4099999999999999,2010.0
3.7700000000000005,-0.9899999999999993,4.0,2.0,2011-04-09,,,2011-04-09 11:30:00,23.75,Chinook,1.64,-0.3400000000000001,0.9411764705882352,4.0,4.25,Lower Harbor Breakwall,4.0,1016.36,-0.10000000000002274,spring,2011-04-09 07:15:00,2011-04-09 09:30:00,morning,2.6,32.5,Partly Cloudy,139.5,-88.69999999999999,0.9099999999999999,-0.02000000000000013,2011.0
7.959999999999999,-0.9199999999999999,2.0,1.0,2011-04-13,,,2011-04-13 16:00:00,21.5,Coho,2.27,-0.5900000000000003,0.4444444444444444,2.0,4.5,Lower Harbor Breakwall,4.0,1017.1700000000001,0.2999999999999545,spring,2011-04-13 11:30:00,2011-04-13 14:00:00,afternoon,2.7,46.0,Overcast,115.1,-100.0,1.16,-0.07000000000000006,2011.0
