air_temp,air_temp_diff,caught,crew_count,date,dew_point,dew_point_diff,end_time,fish_length,fish_type,gust_speed,gust_speed_diff,hook_rate,hooked,hours_fishing,location,month,pressure,pressure_diff,season,start_time,time,time_period,trolling_speed,water_depth,weather,weight,wind_dir,wind_dir_diff,wind_speed,wind_speed_diff,year
15.3,3.0900000000000016,4.0,2.0,2015-05-27 00:00:00,12.42,1.549999999999999,2015-05-27 21:00:00,29.0,Lake Trout,2.94,-0.2999999999999998,1.3333333333333333,4.0,3.0,Chocolay,5,1010.05,0.5199999999999818,spring,2015-05-27 18:00:00,2015-05-27 19:30:00,evening,2.5,70.0,Overcast,0.25,106.3,7.5,1.55,-1.18,2015
15.3,3.0900000000000016,4.0,2.0,2015-05-27 00:00:00,12.42,1.549999999999999,2015-05-27 21:00:00,27.0,Lake Trout,2.94,-0.2999999999999998,1.3333333333333333,4.0,3.0,Chocolay,5,1010.05,0.5199999999999818,spring,2015-05-27 18:00:00,2015-05-27 19:30:00,evening,2.5,70.0,Overcast,0.25,106.3,7.5,1.55,-1.18,2015
3.4444444444444446,-0.5305555555555554,4.0,2.0,2015-06-06 00:00:00,1.9444444444444444,-0.2305555555555554,2015-06-06 14:00:00,19.0,Lake Trout,1.2555555555555555,0.1412698412698412,0.625,5.0,8.0,Shot Point,6,1024.52,0.034285714285715585,summer,2015-06-06 06:00:00,2015-06-06 10:00:00,morning,1.9,180.0,Clear,0.25,226.66666666666666,-7.333333333333343,0.9444444444444444,0.5301587301587302,2015
3.4444444444444446,-0.5305555555555554,4.0,2.0,2015-06-06 00:00:00,1.9444444444444444,-0.2305555555555554,2015-06-06 14:00:00,23.0,Lake Trout,1.2555555555555555,0.1412698412698412,0.625,5.0,8.0,Shot Point,6,1024.52,0.034285714285715585,summer,2015-06-06 06:00:00,2015-06-06 10:00:00,morning,1.9,180.0,Clear,0.25,226.66666666666666,-7.333333333333343,0.9444444444444444,0.5301587301587302,2015
3.4444444444444446,-0.5305555555555554,4.0,2.0,2015-06-06 00:00:00,1.9444444444444444,-0.2305555555555554,2015-06-06 14:00:00,23.0,Lake Trout,1.2555555555555555,0.1412698412698412,0.625,5.0,8.0,Shot Point,6,1024.52,0.034285714285715585,summer,2015-06-06 06:00:00,2015-06-06 10:00:00,morning,1.9,180.0,Clear,0.25,226.66666666666666,-7.333333333333343,0.9444444444444444,0.5301587301587302,2015
3.4444444444444446,-0.5305555555555554,4.0,2.0,2015-06-06 00:00:00,1.9444444444444444,-0.2305555555555554,2015-06-06 14:00:00,23.0,Lake Trout,1.2555555555555555,0.1412698412698412,0.625,5.0,8.0,Chocolay,6,1024.52,0.034285714285715585,summer,2015-06-06 06:00:00,2015-06-06 10:00:00,morning,2.5,70.0,Clear,0.25,226.66666666666666,-7.333333333333343,0.9444444444444444,0.5301587301587302,2015
8.28,0.6911111111111108,1.0,1.0,2015-06-08 00:00:00,6.9799999999999995,0.2688888888888883,2015-06-08 20:00:00,23.0,Lake Trout,1.45,0.2055555555555555,0.5,1.0,2.0,Lower Harbor,6,1003.9399999999999,-0.08222222222241271,summer,2015-06-08 18:00:00,2015-06-08 19:00:00,evening,2.5,70.0,Clear,1.0,88.3,-24.700000000000003,0.9099999999999999,0.03222222222222215,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
13.309999999999999,2.2299999999999986,8.0,3.0,2015-06-09 00:00:00,10.459999999999999,0.6899999999999995,2015-06-09 14:00:00,23.0,Lake Trout,1.28,-0.16999999999999993,1.5714285714285714,11.0,7.0,Sand Hole,6,1005.3299999999999,0.14999999999997726,summer,2015-06-09 07:00:00,2015-06-09 10:30:00,morning,1.9,180.0,Clear,0.125,228.3,4.400000000000006,0.76,-0.3599999999999999,2015
11.16,1.5600000000000005,4.0,2.0,2015-06-14 00:00:00,9.7,1.3200000000000003,2015-06-14 21:00:00,21.0,Lake Trout,1.0,-0.24,1.0,4.0,4.0,Chocolay,6,1012.1700000000001,-0.09999999999979536,summer,2015-06-14 17:00:00,2015-06-14 19:00:00,evening,2.5,60.0,Fog,0.25,77.7,-59.999999999999986,0.53,0.03999999999999998,2015
11.16,1.5600000000000005,4.0,2.0,2015-06-14 00:00:00,9.7,1.3200000000000003,2015-06-14 21:00:00,23.0,Lake Trout,1.0,-0.24,1.0,4.0,4.0,Chocolay,6,1012.1700000000001,-0.09999999999979536,summer,2015-06-14 17:00:00,2015-06-14 19:00:00,evening,2.5,60.0,Fog,0.25,77.7,-59.999999999999986,0.53,0.03999999999999998,2015
11.16,1.5600000000000005,4.0,2.0,2015-06-14 00:00:00,9.7,1.3200000000000003,2015-06-14 21:00:00,25.0,Lake Trout,1.0,-0.24,1.0,4.0,4.0,Chocolay,6,1012.1700000000001,-0.09999999999979536,summer,2015-06-14 17:00:00,2015-06-14 19:00:00,evening,2.5,60.0,Fog,0.25,77.7,-59.999999999999986,0.53,0.03999999999999998,2015
11.16,1.5600000000000005,4.0,2.0,2015-06-14 00:00:00,9.7,1.3200000000000003,2015-06-14 21:00:00,17.0,Coho,1.0,-0.24,1.0,4.0,4.0,Chocolay,6,1012.1700000000001,-0.09999999999979536,summer,2015-06-14 17:00:00,2015-06-14 19:00:00,evening,2.5,60.0,Fog,0.25,77.7,-59.999999999999986,0.53,0.03999999999999998,2015
13.690000000000001,1.1400000000000006,2.0,2.0,2015-06-17 00:00:00,5.82,-1.08,2015-06-17 20:00:00,17.0,Coho,1.1300000000000001,-0.6699999999999999,0.75,3.0,4.0,,6,1015.6600000000001,-0.5599999999999454,summer,2015-06-17 16:00:00,2015-06-17 18:00:00,evening,2.5,60.0,Rain,0.5,141.2,75.6,0.52,-0.1399999999999999,2015
13.690000000000001,1.1400000000000006,2.0,2.0,2015-06-17 00:00:00,5.82,-1.08,2015-06-17 20:00:00,23.0,Lake Trout,1.1300000000000001,-0.6699999999999999,0.75,3.0,4.0,,6,1015.6600000000001,-0.5599999999999454,summer,2015-06-17 16:00:00,2015-06-17 18:00:00,evening,2.5,60.0,Rain,0.5,141.2,75.6,0.52,-0.1399999999999999,2015
9.370000000000001,0.0,2.0,2.0,2015-06-27 00:00:00,8.309999999999999,0.14999999999999858,2015-06-27 11:00:00,25.0,Lake Trout,0.64,-0.21999999999999997,1.0,6.0,6.0,,6,1017.57,-0.05000000000006821,summer,2015-06-27 05:00:00,2015-06-27 08:00:00,morning,2.5,30.0,Clear,0.5,188.3,-37.79999999999998,0.21999999999999997,-0.050000000000000044,2015
9.370000000000001,0.0,2.0,2.0,2015-06-27 00:00:00,8.309999999999999,0.14999999999999858,2015-06-27 11:00:00,25.0,Lake Trout,0.64,-0.21999999999999997,1.0,6.0,6.0,,6,1017.57,-0.05000000000006821,summer,2015-06-27 05:00:00,2015-06-27 08:00:00,morning,2.5,30.0,Clear,0.5,188.3,-37.79999999999998,0.21999999999999997,-0.050000000000000044,2015
11.2,0.759999999999998,3.0,3.0,2015-07-02 00:00:00,7.590000000000001,0.16000000000000103,2015-07-02 14:00:00,25.0,Lake Trout,0.8,-0.21999999999999997,0.75,3.0,4.0,Chocolay,7,1016.68,0.20000000000004547,summer,2015-07-02 10:00:00,2015-07-02 12:00:00,afternoon,2.5,60.0,Overcast,0.3333333333333333,167.3,-24.19999999999999,0.38,-0.02999999999999997,2015
11.2,0.759999999999998,3.0,3.0,2015-07-02 00:00:00,7.590000000000001,0.16000000000000103,2015-07-02 14:00:00,23.0,Lake Trout,0.8,-0.21999999999999997,0.75,3.0,4.0,White Rocks,7,1016.68,0.20000000000004547,summer,2015-07-02 10:00:00,2015-07-02 12:00:00,afternoon,1.9,180.0,Overcast,0.3333333333333333,167.3,-24.19999999999999,0.38,-0.02999999999999997,2015
11.2,0.759999999999998,3.0,3.0,2015-07-02 00:00:00,7.590000000000001,0.16000000000000103,2015-07-02 14:00:00,21.0,Lake Trout,0.8,-0.21999999999999997,0.75,3.0,4.0,White Rocks,7,1016.68,0.20000000000004547,summer,2015-07-02 10:00:00,2015-07-02 12:00:00,afternoon,1.9,180.0,Overcast,0.3333333333333333,167.3,-24.19999999999999,0.38,-0.02999999999999997,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,23.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,23.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,21.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,23.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,23.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
15.16,0.7266666666666666,6.0,2.0,2015-07-09 00:00:00,9.92,-0.8244444444444454,2015-07-09 22:00:00,21.0,Lake Trout,1.55,-0.08000000000000007,2.25,9.0,4.0,Chocolay,7,1013.95,0.06000000000005912,summer,2015-07-09 18:00:00,2015-07-09 20:00:00,evening,2.5,90.0,Overcast,0.1666666666666666,94.9,-13.0,1.06,0.010000000000000009,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,23.0,Lake Trout,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,23.0,Lake Trout,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,25.0,Lake Trout,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,25.0,Lake Trout,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,19.0,Coho,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,21.0,Coho,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
21.330000000000002,0.9000000000000021,7.0,4.0,2015-07-10 00:00:00,14.530000000000001,0.1700000000000017,2015-07-10 21:00:00,21.0,Coho,1.3599999999999999,-0.30000000000000027,2.333333333333333,7.0,3.0,Chocolay,7,1015.28,-0.17000000000007276,summer,2015-07-10 18:00:00,2015-07-10 19:30:00,evening,2.5,70.0,Partly Cloudy,0.1428571428571428,81.1,-29.0,0.71,-0.17000000000000015,2015
18.5,1.3300000000000018,4.0,3.0,2015-07-12 00:00:00,15.219999999999999,0.5,2015-07-12 15:00:00,17.0,Steelhead,1.33,0.68,0.625,5.0,8.0,Chocolay,7,1014.8,0.12999999999988177,summer,2015-07-12 07:00:00,2015-07-12 11:00:00,morning,2.3,70.0,Clear,0.25,161.2,-11.0,0.67,0.48000000000000004,2015
18.5,1.3300000000000018,4.0,3.0,2015-07-12 00:00:00,15.219999999999999,0.5,2015-07-12 15:00:00,23.0,Lake Trout,1.33,0.68,0.625,5.0,8.0,Sand Hole,7,1014.8,0.12999999999988177,summer,2015-07-12 07:00:00,2015-07-12 11:00:00,morning,1.9,180.0,Clear,0.25,161.2,-11.0,0.67,0.48000000000000004,2015
18.5,1.3300000000000018,4.0,3.0,2015-07-12 00:00:00,15.219999999999999,0.5,2015-07-12 15:00:00,23.0,Lake Trout,1.33,0.68,0.625,5.0,8.0,Sand Hole,7,1014.8,0.12999999999988177,summer,2015-07-12 07:00:00,2015-07-12 11:00:00,morning,1.9,180.0,Clear,0.25,161.2,-11.0,0.67,0.48000000000000004,2015
18.5,1.3300000000000018,4.0,3.0,2015-07-12 00:00:00,15.219999999999999,0.5,2015-07-12 15:00:00,23.0,Lake Trout,1.33,0.68,0.625,5.0,8.0,Sand Hole,7,1014.8,0.12999999999988177,summer,2015-07-12 07:00:00,2015-07-12 11:00:00,morning,1.9,180.0,Clear,0.25,161.2,-11.0,0.67,0.48000000000000004,2015
18.15,0.3999999999999986,4.0,3.0,2015-07-17 00:00:00,15.290000000000001,0.0,2015-07-17 21:00:00,19.0,Lake Trout,1.83,-1.0499999999999998,1.25,5.0,4.0,White Rocks,7,1005.0,0.18000000000006366,summer,2015-07-17 17:00:00,2015-07-17 19:00:00,evening,1.9,160.0,Partly Cloudy,0.25,80.1,-6.6000000000000085,1.03,-1.43,2015
18.15,0.3999999999999986,4.0,3.0,2015-07-17 00:00:00,15.290000000000001,0.0,2015-07-17 21:00:00,19.0,Lake Trout,1.83,-1.0499999999999998,1.25,5.0,4.0,White Rocks,7,1005.0,0.18000000000006366,summer,2015-07-17 17:00:00,2015-07-17 19:00:00,evening,1.9,160.0,Partly Cloudy,0.25,80.1,-6.6000000000000085,1.03,-1.43,2015
18.15,0.3999999999999986,4.0,3.0,2015-07-17 00:00:00,15.290000000000001,0.0,2015-07-17 21:00:00,19.0,Lake Trout,1.83,-1.0499999999999998,1.25,5.0,4.0,White Rocks,7,1005.0,0.18000000000006366,summer,2015-07-17 17:00:00,2015-07-17 19:00:00,evening,1.9,160.0,Partly Cloudy,0.25,80.1,-6.6000000000000085,1.03,-1.43,2015
18.15,0.3999999999999986,4.0,3.0,2015-07-17 00:00:00,15.290000000000001,0.0,2015-07-17 21:00:00,21.0,Lake Trout,1.83,-1.0499999999999998,1.25,5.0,4.0,White Rocks,7,1005.0,0.18000000000006366,summer,2015-07-17 17:00:00,2015-07-17 19:00:00,evening,1.9,160.0,Partly Cloudy,0.25,80.1,-6.6000000000000085,1.03,-1.43,2015
16.944444444444443,-1.6855555555555561,3.0,1.0,2015-07-18 00:00:00,15.177777777777777,-0.4722222222222232,2015-07-18 12:00:00,25.0,Lake Trout,0.9777777777777779,-0.5822222222222222,1.0,4.0,4.0,Chocolay,7,1006.4333333333333,0.01333333333320752,summer,2015-07-18 08:00:00,2015-07-18 10:00:00,morning,2.5,70.0,Overcast,0.3333333333333333,111.66666666666667,-91.03333333333332,0.36666666666666664,-0.2933333333333333,2015
16.944444444444443,-1.6855555555555561,3.0,1.0,2015-07-18 00:00:00,15.177777777777777,-0.4722222222222232,2015-07-18 12:00:00,25.0,Lake Trout,0.9777777777777779,-0.5822222222222222,1.0,4.0,4.0,Chocolay,7,1006.4333333333333,0.01333333333320752,summer,2015-07-18 08:00:00,2015-07-18 10:00:00,morning,2.5,70.0,Overcast,0.3333333333333333,111.66666666666667,-91.03333333333332,0.36666666666666664,-0.2933333333333333,2015
16.944444444444443,-1.6855555555555561,3.0,1.0,2015-07-18 00:00:00,15.177777777777777,-0.4722222222222232,2015-07-18 12:00:00,25.0,Lake Trout,0.9777777777777779,-0.5822222222222222,1.0,4.0,4.0,Chocolay,7,1006.4333333333333,0.01333333333320752,summer,2015-07-18 08:00:00,2015-07-18 10:00:00,morning,2.5,70.0,Overcast,0.3333333333333333,111.66666666666667,-91.03333333333332,0.36666666666666664,-0.2933333333333333,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,23.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,120.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,23.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,120.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,23.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,150.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,23.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,150.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,21.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,150.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
16.29,0.269999999999996,7.0,5.0,2015-08-05 00:00:00,12.09,-0.39000000000000057,2015-08-05 21:00:00,21.0,Lake Trout,2.57,-0.26000000000000023,2.5,10.0,4.0,White Rocks,8,1017.8799999999999,-0.07000000000016371,summer,2015-08-05 17:00:00,2015-08-05 19:00:00,evening,1.9,150.0,Clear,0.1428571428571428,86.9,6.0,1.55,-0.34999999999999987,2015
